0.0072161,0.0050521,0
0.014046,0.0090266,0
0.015288,0.0096487,0
0.01594,0.0054484,1
0.10031,0.035732,0
0.0061224,0.0024923,0
0.076945,0.0433,1
0.0092314,0.0042678,0
0.007936,0.0049046,0
0.0033827,0.0014668,0
0.032963,0.016383,0
0.012067,0.0065224,0
0.008416,0.0068577,0
0.023012,0.010247,0
0.016741,0.0094241,1
0.022833,0.0077733,0
0.022371,0.010328,0
0.026958,0.008154,1
0.035742,0.024176,0
0.01218,0.0091086,1
0.0011286,0.0010207,0
0.053921,0.013346,1
0.010509,0.0031464,0
0.014125,0.0052733,0
0.0054376,0.003206,0
0.025118,0.016579,0
0.021383,0.01621,0
0.013131,0.0033896,0
0.020449,0.0090932,0
0.036803,0.016183,1
0.02041,0.012573,1
0.0019756,0.0019395,0
0.010824,0.0079173,0
0.0030901,0.0013038,0
0.0021558,0.0017839,0
0.12101,0.046352,1
0.0055101,0.0031462,0
0.019203,0.012234,1
0.012944,0.0080518,0
0.02204,0.0099741,0
0.025701,0.015212,0
0.011654,0.0074259,1
0.0097798,0.0054741,0
0.02777,0.013063,0
0.019683,0.0072559,1
0.017741,0.0056844,1
0.007861,0.0052074,0
0.032423,0.014416,0
0.018162,0.0082854,0
0.015147,0.0086777,1
0.020106,0.013107,0
0.0083352,0.0066014,0
0.027724,0.0099542,1
0.013868,0.0055195,0
0.023245,0.011779,1
0.028205,0.011695,0
0.013518,0.0056339,0
0.037761,0.025463,1
0.019885,0.0080688,0
0.0059731,0.0045794,0
0.025839,0.011384,1
0.012901,0.0063731,0
0.016215,0.006777,0
0.030627,0.012558,0
0.017937,0.0070216,0
0.018516,0.0076075,1
0.035258,0.010151,0
0.0067578,0.0033861,0
0.047251,0.019334,1
0.021776,0.012464,1
0.012388,0.0097991,0
0.0024588,0.001538,0
0.007837,0.0035458,0
0.025289,0.010625,0
0.04016,0.019913,1
0.0071563,0.0034709,0
0.034574,0.019158,0
0.013561,0.005209,1
0.022724,0.016842,0
0.01444,0.0090425,1
0.012691,0.006468,0
0.020495,0.011882,0
0.0045946,0.0037338,1
0.034223,0.019021,1
0.022903,0.020588,0
0.0086524,0.0048677,1
0.0027293,0.0012295,0
0.082275,0.036445,1
0.014828,0.0040636,0
0.0094777,0.0027716,0
0.023043,0.011413,0
0.048408,0.016694,0
0.0163,0.0055784,1
0.060815,0.024997,1
0.0099647,0.0053508,0
0.0031289,0.00091129,0
0.021147,0.017186,0
0.0077993,0.0047273,1
0.011241,0.0068384,0
0.0032195,0.0012181,0
0.027266,0.026811,0
0.0086209,0.0050783,1
0.005198,0.0022112,0
0.0464,0.016779,1
0.034645,0.010592,0
0.0071857,0.0083741,1
0.0066208,0.0055474,0
0.0034648,0.0037223,1
0.0096178,0.0077445,0
0.0094397,0.0051859,0
0.010044,0.0065861,0
